segundo,angry,disgust,fear,happy,sad,surprise,neutral,emocion_facial,texto,emocion_texto,emocion_facial_raw,congruencia,cambio_emocion
16,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Later I listened to music and I feel calm again.,joy,surprise,INCONGRUENCIA,False
17,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Later I listened to music and I feel calm again.,joy,surprise,INCONGRUENCIA,False
18,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Later I listened to music and I feel calm again.,joy,surprise,INCONGRUENCIA,False
19,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Later I listened to music and I feel calm again.,joy,surprise,INCONGRUENCIA,False
20,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Now I feel good and ready for tomorrow.,joy,surprise,INCONGRUENCIA,False
21,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Now I feel good and ready for tomorrow.,joy,surprise,INCONGRUENCIA,False
22,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Now I feel good and ready for tomorrow.,joy,surprise,INCONGRUENCIA,False
23,2.0747106075286865,0.012282551266252995,9.37992000579834,0.36297526955604553,0.9208576679229736,82.27278900146484,4.97646427154541,neutral,Now I feel good and ready for tomorrow.,joy,surprise,INCONGRUENCIA,False
24,0.32741284370422363,0.009473258629441261,5.76380729675293,2.0183520317077637,0.8614834547042847,0.17403888702392578,90.84542846679688,neutral,Now I feel good and ready for tomorrow.,joy,neutral,INCONGRUENCIA,False
25,0.943731427192688,0.02386370114982128,33.62409210205078,0.2543944716453552,2.5947160720825195,0.31897661089897156,62.240230560302734,neutral,This is the end.,disgust,neutral,INCONGRUENCIA,False
26,3.634519577026367,0.014910549856722355,6.90706205368042,24.927597045898438,2.0866925716400146,6.239355564117432,56.18987274169922,neutral,This is the end.,disgust,neutral,INCONGRUENCIA,False
